date,open,high,low,close,volume
7/11/2018,315.8,321.94,315.07,318.96,4878595
7/10/2018,324.56,327.6771,319.2,322.47,9437557
7/9/2018,311.99,318.52,308,318.51,7579541
7/6/2018,304.955,312.07,302,308.9,8860198
7/5/2018,313.76,314.39,296.22,309.16,17457570
7/3/2018,331.75,332.49,309.69,310.86,12282640
7/2/2018,360.07,364.78,329.85,335.07,18732710
6/29/2018,353.33,353.86,342.41,342.95,6475903
6/28/2018,348.66,357.02,346.11,349.93,8388172
6/27/2018,345,350.79,339.5,344.5,8313817
6/26/2018,336.054,343.55,325.799,342,7434749
6/25/2018,330.12,338.47,327.5,333.01,6925089
6/22/2018,351.54,352.25,332,333.63,10253770
6/21/2018,362,366.2139,346.27,347.51,7949846
6/20/2018,358.04,364.38,352,362.22,8370268
6/19/2018,365.16,370,346.25,352.55,12734840
6/18/2018,355.4,373.73,354.5,370.83,12025450
6/15/2018,353.84,364.67,351.25,358.17,10827560
6/14/2018,347.63,358.75,346.6,357.72,10961150
6/13/2018,346.706,347.2,339.8,344.78,9401467
6/12/2018,344.7,354.97,338,342.77,22256430
6/11/2018,322.51,334.66,322.5,332.1,13166050
6/8/2018,319,324.48,317.15,317.66,8192175
6/7/2018,316.15,330,313.58,316.09,14336110
6/6/2018,300.5,322.17,297.48,319.5,18742400
6/5/2018,297.7,297.8,286.74,291.13,5877873
6/4/2018,294.34,299,293.548,296.74,4793787
6/1/2018,285.86,291.95,283.839,291.82,5417984
5/31/2018,287.21,290.37,282.93,284.73,5912825
5/30/2018,283.29,295.005,281.6,291.72,7473590
5/29/2018,278.51,286.5,276.15,283.76,5657153
5/25/2018,277.625,279.64,275.61,278.85,3872621
5/24/2018,278.4,281.11,274.89,277.85,4170789
5/23/2018,277.76,279.9099,274,279.07,5972237
5/22/2018,287.762,288,273.422,275.01,8938501
5/21/2018,281.33,291.49,281.3,284.49,9167844
5/18/2018,284.65,284.65,274,276.82,7243699
5/17/2018,285.9,289.1873,283.97,284.54,4418258
5/16/2018,283.83,288.81,281.56,286.48,5669644
5/15/2018,285.01,286.96,280.5,284.18,9509753
5/14/2018,303.32,304.94,291.62,291.97,7265501
5/11/2018,307.7,308.88,299.08,301.06,4665321
5/10/2018,307.4997,312.99,304.1119,305.02,5642771
5/9/2018,300.41,307.01,300.05,306.85,5712255
5/8/2018,300.795,307.75,299,301.97,5927447
5/7/2018,297.5,305.9588,295.17,302.77,8673090
5/4/2018,283,296.86,279.52,294.09,8565506
5/3/2018,278.79,288.04,275.23,284.45,17339090
5/2/2018,298.57,306.85,297.7844,301.15,8346176
5/1/2018,293.51,300.82,293.22,299.92,4614946
4/30/2018,293.61,298.73,292.5,293.9,4224068
4/27/2018,285.37,294.47,283.83,294.075,4346854
4/26/2018,278.75,285.79,276.5,285.48,4348108
4/25/2018,283.5,285.16,277.25,280.69,4000421
4/24/2018,285,287.09,278.46,283.46,5678242
4/23/2018,291.29,291.62,282.33,283.37,4880743
4/20/2018,295.17,299.98,289.75,290.24,5622630
4/19/2018,291.08,301.01,288.55,300.08,6083800
4/18/2018,291.08,300.24,288.16,293.35,6531563
4/17/2018,288.87,292.17,282.51,287.69,6931152
4/16/2018,299,299.66,289.01,291.21,6289497
4/13/2018,303.6,303.9499,295.98,300.34,7319225
4/12/2018,302.32,303.95,293.68,294.08,7595525
4/11/2018,300.74,308.98,299.66,300.93,7470204
4/10/2018,298.97,307.1,293.68,304.7,11017010
4/9/2018,300.37,309.5,289.21,289.66,10241410
4/6/2018,301,309.28,295.5,299.3,13516530
4/5/2018,289.34,306.26,288.2,305.72,19025860
4/4/2018,252.78,288.37,252,286.94,19880180
4/3/2018,269.82,273.35,254.49,267.53,18829650
4/2/2018,256.26,260.3318,244.5901,252.48,16093290
3/29/2018,256.49,270.9599,248.21,266.13,15014440
3/28/2018,264.58,268.68,252.1,257.78,20962280
3/27/2018,304,304.27,277.18,279.18,13787060
3/26/2018,307.34,307.59,291.36,304.18,8364937
3/23/2018,311.25,311.61,300.45,301.54,6639960
3/22/2018,313.89,318.82,308.18,309.1,4924928
3/21/2018,310.25,322.44,310.19,316.53,5954247
3/20/2018,314.87,316.25,308.76,310.55,4761031
3/19/2018,316.5,320.75,309.67,313.56,7467890
3/16/2018,325.96,327.4,319.07,321.35,6113365
3/15/2018,329.38,332.85,321.1,325.6,6554568
3/14/2018,336.76,339.81,323.93,326.63,7952152
3/13/2018,344.92,345.12,336.2635,341.84,5960636
3/12/2018,328.61,347.21,326.5,345.51,8252919
3/9/2018,324.1,328.49,322.37,327.17,5502779
3/8/2018,332.86,333.3,326.274,329.1,3514367
3/7/2018,325.44,332.5,321.74,332.3,5001940
3/6/2018,333.75,336.37,327.03,328.2,4236483
3/5/2018,332.39,337.75,329.2929,333.35,3820702
3/2/2018,326.98,335.22,322.97,335.12,5088789
3/1/2018,345.01,348.67,330.07,330.93,6872552
2/28/2018,352.57,355.24,342.22,343.06,6066044
2/27/2018,356.25,359.99,350.01,350.99,4785022
2/26/2018,353.5,359,352.355,357.42,4334500
2/23/2018,347.83,354.99,347.1,352.05,5814177
2/22/2018,335.53,347.44,334.7501,346.17,6961880
2/21/2018,336.03,339.6929,333.17,333.3,3207250
2/20/2018,334.47,340.84,331.5,334.77,4005962
2/16/2018,332.5,343.12,331.64,335.49,5640184
2/15/2018,324.5,334.12,322.4,334.065,5909823
2/14/2018,320.84,326.17,318.52,322.31,3948077
2/13/2018,315.02,324.19,312.5105,323.66,4554631
2/12/2018,316.13,318.08,306.25,315.73,6224479
2/9/2018,319.93,320.9845,294.76,310.42,12924430
2/8/2018,343.31,348.62,314.6,315.23,10296420
2/7/2018,338.99,346,335.66,345,6729682
2/6/2018,325.21,336.22,323.5,333.97,5080032
2/5/2018,337.97,344.47,333,333.13,4441166
2/2/2018,348.44,351.95,340.51,343.75,3696157
